trial_nr	onset	event_type	phase	response	nr_frames	picture_index	picture_file	onset_abs	duration
0	0.01345205307006836	stim	0		1556.0			38.74472403526306	12.977370977401733
0	12.974446058273315	response	0	space				51.70571804046631	
2	12.990823030471802	picture	0		121.0	0.0	/home/egter/Projects/stimuli/pictures/R_S_production_ID_4720614.png	51.722095012664795	1.0132009983062744
2	13.985517024993896	response	0	j		0.0	/home/egter/Projects/stimuli/pictures/R_S_production_ID_4720614.png	52.71678900718689	
3	14.004024028778076	picture	0		93.0	1.0	/home/egter/Projects/stimuli/pictures/S_yt-D6fhzH21T_E_26.png	52.73529601097107	0.7846808433532715
3	14.774892091751099	response	0	j		1.0	/home/egter/Projects/stimuli/pictures/S_yt-D6fhzH21T_E_26.png	53.50616407394409	
4	14.788704872131348	picture	0		78.0	2.0	/home/egter/Projects/stimuli/pictures/n03877845_20453.JPEG	53.51997685432434	0.652738094329834
4	15.425719976425171	response	0	k		2.0	/home/egter/Projects/stimuli/pictures/n03877845_20453.JPEG	54.156991958618164	
5	15.441442966461182	picture	0		78.0	3.0	/home/egter/Projects/stimuli/pictures/n04258138_7816.JPEG	54.172714948654175	0.6527879238128662
5	16.08255386352539	response	0	k		3.0	/home/egter/Projects/stimuli/pictures/n04258138_7816.JPEG	54.813825845718384	
6	16.094230890274048	picture	0		74.0	4.0	/home/egter/Projects/stimuli/pictures/n04037443_16803.JPEG	54.82550287246704	0.625007152557373
6	16.707536935806274	response	0	k		4.0	/home/egter/Projects/stimuli/pictures/n04037443_16803.JPEG	55.43880891799927	
7	16.71923804283142	picture	0		87.0	5.0	/home/egter/Projects/stimuli/pictures/R_S_wc-WgOBK5IL7vex_4.png	55.450510025024414	0.7382030487060547
7	17.434072971343994	response	0	j		5.0	/home/egter/Projects/stimuli/pictures/R_S_wc-WgOBK5IL7vex_4.png	56.16534495353699	
8	17.457441091537476	picture	0		68.0	6.0	/home/egter/Projects/stimuli/pictures/R_S_yt-roThCERxVCs_133.png	56.18871307373047	0.5673348903656006
8	18.01599907875061	response	0	k		6.0	/home/egter/Projects/stimuli/pictures/R_S_yt-roThCERxVCs_133.png	56.7472710609436	
9	18.024775981903076	picture	0		126.0	7.0	/home/egter/Projects/stimuli/pictures/n03841143_108.JPEG	56.75604796409607	1.0555438995361328
9	19.066547870635986	response	0	k		7.0	/home/egter/Projects/stimuli/pictures/n03841143_108.JPEG	57.79781985282898	
10	19.08031988143921	picture	0		76.0	8.0	/home/egter/Projects/stimuli/pictures/n04418357_25661.JPEG	57.8115918636322	0.6388471126556396
10	19.707515954971313	response	0	k		8.0	/home/egter/Projects/stimuli/pictures/n04418357_25661.JPEG	58.43878793716431	
11	19.71916699409485	picture	0		78.0	9.0	/home/egter/Projects/stimuli/pictures/R_S_yt-aqrdb6BiFx4_12.png	58.45043897628784	0.6528139114379883
11	20.358186960220337	response	0	j		9.0	/home/egter/Projects/stimuli/pictures/R_S_yt-aqrdb6BiFx4_12.png	59.08945894241333	
12	20.371980905532837	picture	0		77.0	10.0	/home/egter/Projects/stimuli/pictures/n03633091_3713.JPEG	59.10325288772583	0.6458041667938232
12	21.007490873336792	response	0	k		10.0	/home/egter/Projects/stimuli/pictures/n03633091_3713.JPEG	59.738762855529785	
13	21.01778507232666	picture	0		84.0	11.0	/home/egter/Projects/stimuli/pictures/S_ILSVRC2015_train_00495000.png	59.74905705451965	0.7013490200042725
13	21.707525968551636	response	0	j		11.0	/home/egter/Projects/stimuli/pictures/S_ILSVRC2015_train_00495000.png	60.43879795074463	
14	21.719134092330933	picture	0		82.0	12.0	/home/egter/Projects/stimuli/pictures/n04467665_33783.JPEG	60.450406074523926	0.6805758476257324
14	22.390856981277466	response	0	k		12.0	/home/egter/Projects/stimuli/pictures/n04467665_33783.JPEG	61.12212896347046	
15	22.399709939956665	picture	0		149.0	13.0	/home/egter/Projects/stimuli/pictures/S_yt-VdS-PZIDSlM_149.png	61.13098192214966	1.2430789470672607
15	23.625705003738403	response	0	k		13.0	/home/egter/Projects/stimuli/pictures/S_yt-VdS-PZIDSlM_149.png	62.3569769859314	
16	23.642788887023926	picture	0		107.0	14.0	/home/egter/Projects/stimuli/pictures/S_yt-U38nodRpSOA_54.png	62.37406086921692	0.8895959854125977
16	24.52484393119812	response	0	k		14.0	/home/egter/Projects/stimuli/pictures/S_yt-U38nodRpSOA_54.png	63.25611591339111	
17	24.532384872436523	picture	0		107.0	15.0	/home/egter/Projects/stimuli/pictures/S_I005_C008_CROP_SDR_2K_AVC.png	63.26365685462952	0.8951811790466309
17	25.415859937667847	response	0	k		15.0	/home/egter/Projects/stimuli/pictures/S_I005_C008_CROP_SDR_2K_AVC.png	64.14713191986084	
18	25.427566051483154	picture	0		94.0	16.0	/home/egter/Projects/stimuli/pictures/R_S_yt-FbCVXEJicis_5.png	64.15883803367615	0.7846028804779053
18	26.199159860610962	response	0	j		16.0	/home/egter/Projects/stimuli/pictures/R_S_yt-FbCVXEJicis_5.png	64.93043184280396	
19	26.21216893196106	picture	0		89.0	17.0	/home/egter/Projects/stimuli/pictures/n03777568_17175.JPEG	64.94344091415405	0.7500951290130615
19	26.94915509223938	response	0	k		17.0	/home/egter/Projects/stimuli/pictures/n03777568_17175.JPEG	65.68042707443237	
20	26.96226406097412	picture	0		92.0	18.0	/home/egter/Projects/stimuli/pictures/R_S_video_inspire_oregon_lone-ranch-beach_00001.png	65.69353604316711	0.7707209587097168
20	27.724194049835205	response	0	j		18.0	/home/egter/Projects/stimuli/pictures/R_S_video_inspire_oregon_lone-ranch-beach_00001.png	66.4554660320282	
21	27.732985019683838	picture	0		79.0	19.0	/home/egter/Projects/stimuli/pictures/n03733281_29174.JPEG	66.46425700187683	0.6597719192504883
21	28.382473945617676	response	0	k		19.0	/home/egter/Projects/stimuli/pictures/n03733281_29174.JPEG	67.11374592781067	
22	28.392756938934326	picture	0		417.0	20.0	/home/egter/Projects/stimuli/pictures/S_ILSVRC2015_train_00532000.png	67.12402892112732	3.472913980484009
22	31.850712060928345	response	0	j		20.0	/home/egter/Projects/stimuli/pictures/S_ILSVRC2015_train_00532000.png	70.58198404312134	
23	31.865670919418335	picture	0		81.0	21.0	/home/egter/Projects/stimuli/pictures/n03662601_1589.JPEG	70.59694290161133	0.679793119430542
23	32.53247594833374	response	0	k		21.0	/home/egter/Projects/stimuli/pictures/n03662601_1589.JPEG	71.26374793052673	
24	32.54546403884888	picture	0		99.0	22.0	/home/egter/Projects/stimuli/pictures/S_yt-o_CT2MjZ9fA_216.png	71.27673602104187	0.8333239555358887
24	33.365843057632446	response	0	j		22.0	/home/egter/Projects/stimuli/pictures/S_yt-o_CT2MjZ9fA_216.png	72.09711503982544	
25	33.378787994384766	picture	0		134.0	23.0	/home/egter/Projects/stimuli/pictures/R_S_flickr-reginahart-31964450591_23.png	72.11005997657776	1.1181120872497559
25	34.483097076416016	response	0	j		23.0	/home/egter/Projects/stimuli/pictures/R_S_flickr-reginahart-31964450591_23.png	73.21436905860901	
26	34.49690008163452	picture	0		108.0	24.0	/home/egter/Projects/stimuli/pictures/S_yt-sGckFFOLO30_164.png	73.22817206382751	0.902695894241333
26	35.390727043151855	response	0	j		24.0	/home/egter/Projects/stimuli/pictures/S_yt-sGckFFOLO30_164.png	74.12199902534485	
27	35.399595975875854	picture	0		78.0	25.0	/home/egter/Projects/stimuli/pictures/R_S_yt-4W224-RSCnM_15.png	74.13086795806885	0.6527841091156006
27	36.033940076828	response	0	j		25.0	/home/egter/Projects/stimuli/pictures/R_S_yt-4W224-RSCnM_15.png	74.765212059021	
28	36.052380084991455	picture	0		76.0	26.0	/home/egter/Projects/stimuli/pictures/S_yt-C0iWlRWU21o_5.png	74.78365206718445	0.6320137977600098
28	36.674110889434814	response	0	j		26.0	/home/egter/Projects/stimuli/pictures/S_yt-C0iWlRWU21o_5.png	75.40538287162781	
29	36.684393882751465	picture	0		79.0	27.0	/home/egter/Projects/stimuli/pictures/S_yt-n1snPiGfg0A_45.png	75.41566586494446	0.659602165222168
29	37.332441091537476	response	0	j		27.0	/home/egter/Projects/stimuli/pictures/S_yt-n1snPiGfg0A_45.png	76.06371307373047	
30	37.34399604797363	picture	0		116.0	28.0	/home/egter/Projects/stimuli/pictures/R_S_yt-AuQ_WxaNy4Y_255.png	76.07526803016663	0.9652688503265381
30	38.29921507835388	response	0	j		28.0	/home/egter/Projects/stimuli/pictures/R_S_yt-AuQ_WxaNy4Y_255.png	77.03048706054688	
31	38.30926489830017	picture	0		280.0	29.0	/home/egter/Projects/stimuli/pictures/S_yt-D9uD7yM6bxQ_269.png	77.04053688049316	2.33332896232605
31	40.6324360370636	response	0	j		29.0	/home/egter/Projects/stimuli/pictures/S_yt-D9uD7yM6bxQ_269.png	79.36370801925659	
32	40.64259386062622	picture	0		76.0	30.0	/home/egter/Projects/stimuli/pictures/n02490219_12145.JPEG	79.37386584281921	0.6319711208343506
32	41.26576805114746	response	0	k		30.0	/home/egter/Projects/stimuli/pictures/n02490219_12145.JPEG	79.99704003334045	
33	41.27456498146057	picture	0		74.0	31.0	/home/egter/Projects/stimuli/pictures/n02814533_67571.JPEG	80.00583696365356	0.6179940700531006
33	41.882421016693115	response	0	k		31.0	/home/egter/Projects/stimuli/pictures/n02814533_67571.JPEG	80.61369299888611	
34	41.89255905151367	picture	0		85.0	32.0	/home/egter/Projects/stimuli/pictures/R_S_yt-D6fhzH21T_E_26.png	80.62383103370667	0.7083399295806885
34	42.590744972229004	response	0	j		32.0	/home/egter/Projects/stimuli/pictures/R_S_yt-D6fhzH21T_E_26.png	81.322016954422	
35	42.60089898109436	picture	0		81.0	33.0	/home/egter/Projects/stimuli/pictures/n03447447_2895.JPEG	81.33217096328735	0.6736190319061279
35	43.258995056152344	response	0	k		33.0	/home/egter/Projects/stimuli/pictures/n03447447_2895.JPEG	81.99026703834534	
36	43.27451801300049	picture	0		104.0	34.0	/home/egter/Projects/stimuli/pictures/S_video_inspire_oregon_lone-ranch-beach_00001.png	82.00578999519348	0.8680419921875
36	44.1324520111084	response	0	j		34.0	/home/egter/Projects/stimuli/pictures/S_video_inspire_oregon_lone-ranch-beach_00001.png	82.86372399330139	
37	44.14256000518799	picture	0		87.0	35.0	/home/egter/Projects/stimuli/pictures/S_comp_H007_C003_PS_v01_SDR_PS_20180925_SDR_2K_AVC.png	82.87383198738098	0.729233980178833
37	44.8506600856781	response	0	j		35.0	/home/egter/Projects/stimuli/pictures/S_comp_H007_C003_PS_v01_SDR_PS_20180925_SDR_2K_AVC.png	83.5819320678711	
38	44.87179398536682	picture	0		90.0	36.0	/home/egter/Projects/stimuli/pictures/n02484975_6799.JPEG	83.60306596755981	0.7568669319152832
38	45.61573386192322	response	0	k		36.0	/home/egter/Projects/stimuli/pictures/n02484975_6799.JPEG	84.34700584411621	
39	45.628660917282104	picture	0		76.0	37.0	/home/egter/Projects/stimuli/pictures/n02017213_4782.JPEG	84.3599328994751	0.6319329738616943
39	46.242311000823975	response	0	k		37.0	/home/egter/Projects/stimuli/pictures/n02017213_4782.JPEG	84.97358298301697	
40	46.2605938911438	picture	0		79.0	38.0	/home/egter/Projects/stimuli/pictures/n03223299_2243.JPEG	84.99186587333679	0.6597421169281006
40	46.907373905181885	response	0	k		38.0	/home/egter/Projects/stimuli/pictures/n03223299_2243.JPEG	85.63864588737488	
41	46.9203360080719	picture	0		92.0	39.0	/home/egter/Projects/stimuli/pictures/S_yt-gMqeZkpA_1Q_61.png	85.65160799026489	0.7638740539550781
41	47.6740779876709	response	0	j		39.0	/home/egter/Projects/stimuli/pictures/S_yt-gMqeZkpA_1Q_61.png	86.40534996986389	
42	47.68421006202698	picture	0		84.0	40.0	/home/egter/Projects/stimuli/pictures/n03670208_42576.JPEG	86.41548204421997	0.7013468742370605
42	48.37403893470764	response	0	k		40.0	/home/egter/Projects/stimuli/pictures/n03670208_42576.JPEG	87.10531091690063	
43	48.38555693626404	picture	0		90.0	41.0	/home/egter/Projects/stimuli/pictures/R_S_yt-W4Shvmb1JYs_258.png	87.11682891845703	0.7500100135803223
43	49.12407088279724	response	0	j		41.0	/home/egter/Projects/stimuli/pictures/R_S_yt-W4Shvmb1JYs_258.png	87.85534286499023	
44	49.13556694984436	picture	0		81.0	42.0	/home/egter/Projects/stimuli/pictures/n04604644_8422.JPEG	87.86683893203735	0.673612117767334
44	49.79901885986328	response	0	k		42.0	/home/egter/Projects/stimuli/pictures/n04604644_8422.JPEG	88.53029084205627	
45	49.809179067611694	picture	0		80.0	43.0	/home/egter/Projects/stimuli/pictures/n01981276_1306.JPEG	88.54045104980469	0.6666879653930664
45	50.46575093269348	response	0	k		43.0	/home/egter/Projects/stimuli/pictures/n01981276_1306.JPEG	89.19702291488647	
46	50.47586703300476	picture	0		70.0	44.0	/home/egter/Projects/stimuli/pictures/n02974003_100.JPEG	89.20713901519775	0.5833208560943604
46	51.042316913604736	response	0	k		44.0	/home/egter/Projects/stimuli/pictures/n02974003_100.JPEG	89.77358889579773	
47	51.05918788909912	picture	0		65.0	45.0	/home/egter/Projects/stimuli/pictures/n01914609_165.JPEG	89.79045987129211	0.5416500568389893
47	51.59076404571533	response	0	k		45.0	/home/egter/Projects/stimuli/pictures/n01914609_165.JPEG	90.32203602790833	
48	51.60083794593811	picture	0		89.0	46.0	/home/egter/Projects/stimuli/pictures/n02504013_1702.JPEG	90.3321099281311	0.7430379390716553
48	52.332396030426025	response	0	k		46.0	/home/egter/Projects/stimuli/pictures/n02504013_1702.JPEG	91.06366801261902	
49	52.343875885009766	picture	0		62.0	47.0	/home/egter/Projects/stimuli/pictures/n01729322_12764.JPEG	91.07514786720276	0.5139131546020508
49	52.84223985671997	response	0	k		47.0	/home/egter/Projects/stimuli/pictures/n01729322_12764.JPEG	91.57351183891296	
50	52.857789039611816	picture	0		101.0	48.0	/home/egter/Projects/stimuli/pictures/S_yt-cJ7-H1Dckpk_33.png	91.58906102180481	0.8471789360046387
50	53.69119191169739	response	0	k		48.0	/home/egter/Projects/stimuli/pictures/S_yt-cJ7-H1Dckpk_33.png	92.42246389389038	
51	53.704967975616455	picture	0		316.0	49.0	/home/egter/Projects/stimuli/pictures/R_S_yt-YMI27rk5qUQ_117.png	92.43623995780945	2.6388349533081055
51	56.33238387107849	response	0	k		49.0	/home/egter/Projects/stimuli/pictures/R_S_yt-YMI27rk5qUQ_117.png	95.06365585327148	
52	56.34380292892456	picture	0		68.0	50.0	/home/egter/Projects/stimuli/pictures/n07693725_5486.JPEG	95.07507491111755	0.5695221424102783
52	56.8995099067688	response	0	k		50.0	/home/egter/Projects/stimuli/pictures/n07693725_5486.JPEG	95.63078188896179	
53	56.91332507133484	picture	0		80.0	51.0	/home/egter/Projects/stimuli/pictures/R_S_yt-fCjjH_4i8Fg_115.png	95.64459705352783	0.6736137866973877
53	57.574015855789185	response	0	j		51.0	/home/egter/Projects/stimuli/pictures/R_S_yt-fCjjH_4i8Fg_115.png	96.30528783798218	
54	57.58693885803223	picture	0		82.0	52.0	/home/egter/Projects/stimuli/pictures/R_S_yt-MUfa26F8dfE_97.png	96.31821084022522	0.6804900169372559
54	58.25055694580078	response	0	j		52.0	/home/egter/Projects/stimuli/pictures/R_S_yt-MUfa26F8dfE_97.png	96.98182892799377	
55	58.26742887496948	picture	0		74.0	53.0	/home/egter/Projects/stimuli/pictures/n07695742_10824.JPEG	96.99870085716248	0.6180880069732666
55	58.867249965667725	response	0	k		53.0	/home/egter/Projects/stimuli/pictures/n07695742_10824.JPEG	97.59852194786072	
56	58.88551688194275	picture	0		81.0	54.0	/home/egter/Projects/stimuli/pictures/S_yt-Dwgpjoikt84_71.png	97.61678886413574	0.6735811233520508
56	59.54901099205017	response	0	j		54.0	/home/egter/Projects/stimuli/pictures/S_yt-Dwgpjoikt84_71.png	98.28028297424316	
57	59.5590980052948	picture	0		74.0	55.0	/home/egter/Projects/stimuli/pictures/n01688243_3064.JPEG	98.2903699874878	0.6180059909820557
57	60.1656858921051	response	0	k		55.0	/home/egter/Projects/stimuli/pictures/n01688243_3064.JPEG	98.8969578742981	
58	60.177103996276855	picture	0		90.0	56.0	/home/egter/Projects/stimuli/pictures/R_S_yt-_BvMLZo0MG0_1226.png	98.90837597846985	0.7500169277191162
58	60.91563296318054	response	0	j		56.0	/home/egter/Projects/stimuli/pictures/R_S_yt-_BvMLZo0MG0_1226.png	99.64690494537354	
59	60.92712092399597	picture	0		89.0	57.0	/home/egter/Projects/stimuli/pictures/S_CR_A009_C007_SDR_20191113_SDR_2K_AVC.png	99.65839290618896	0.7430810928344727
59	61.651050090789795	response	0	j		57.0	/home/egter/Projects/stimuli/pictures/S_CR_A009_C007_SDR_20191113_SDR_2K_AVC.png	100.38232207298279	
60	61.670202016830444	picture	0		83.0	58.0	/home/egter/Projects/stimuli/pictures/n01685808_8425.JPEG	100.40147399902344	0.7036919593811035
60	62.357779026031494	response	0	k		58.0	/home/egter/Projects/stimuli/pictures/n01685808_8425.JPEG	101.08905100822449	
61	62.37389397621155	picture	0		141.0	59.0	/home/egter/Projects/stimuli/pictures/S_yt-H5LQq4MPIao_660.png	101.10516595840454	1.1782419681549072
61	63.5406699180603	response	0	j		59.0	/home/egter/Projects/stimuli/pictures/S_yt-H5LQq4MPIao_660.png	102.2719419002533	
62	63.552135944366455	picture	0		81.0	60.0	/home/egter/Projects/stimuli/pictures/n04037443_28373.JPEG	102.28340792655945	0.6808199882507324
62	64.21565008163452	response	0	k		60.0	/home/egter/Projects/stimuli/pictures/n04037443_28373.JPEG	102.94692206382751	
63	64.23295593261719	picture	0		94.0	61.0	/home/egter/Projects/stimuli/pictures/n01924916_385.JPEG	102.96422791481018	0.7843930721282959
63	65.00735402107239	response	0	k		61.0	/home/egter/Projects/stimuli/pictures/n01924916_385.JPEG	103.73862600326538	
64	65.01734900474548	picture	0		81.0	62.0	/home/egter/Projects/stimuli/pictures/n02128385_16959.JPEG	103.74862098693848	0.6736469268798828
64	65.68230891227722	response	0	k		62.0	/home/egter/Projects/stimuli/pictures/n02128385_16959.JPEG	104.41358089447021	
65	65.69099593162537	picture	0		143.0	63.0	/home/egter/Projects/stimuli/pictures/S_yt-VxTTEZNJWjs_110.png	104.42226791381836	1.1944069862365723
65	66.87400603294373	response	0	k		63.0	/home/egter/Projects/stimuli/pictures/S_yt-VxTTEZNJWjs_110.png	105.60527801513672	
66	66.88540291786194	picture	0		86.0	64.0	/home/egter/Projects/stimuli/pictures/n01740131_2939.JPEG	105.61667490005493	0.7152891159057617
66	67.59065103530884	response	0	k		64.0	/home/egter/Projects/stimuli/pictures/n01740131_2939.JPEG	106.32192301750183	
67	67.6006920337677	picture	0		99.0	65.0	/home/egter/Projects/stimuli/pictures/S_production_ID_3735542.png	106.3319640159607	0.8263719081878662
67	68.41564607620239	response	0	j		65.0	/home/egter/Projects/stimuli/pictures/S_production_ID_3735542.png	107.14691805839539	
68	68.42706394195557	picture	0		67.0	66.0	/home/egter/Projects/stimuli/pictures/n02119022_31789.JPEG	107.15833592414856	0.555535078048706
68	68.97399592399597	response	0	k		66.0	/home/egter/Projects/stimuli/pictures/n02119022_31789.JPEG	107.70526790618896	
69	68.98259902000427	picture	0		98.0	67.0	/home/egter/Projects/stimuli/pictures/R_S_I004_C014_SDR_2K_AVC.png	107.71387100219727	0.8194530010223389
69	69.79061698913574	response	0	j		67.0	/home/egter/Projects/stimuli/pictures/R_S_I004_C014_SDR_2K_AVC.png	108.52188897132874	
70	69.80205202102661	picture	0		69.0	68.0	/home/egter/Projects/stimuli/pictures/n01695060_5630.JPEG	108.5333240032196	0.5764200687408447
70	70.36559200286865	response	0	k		68.0	/home/egter/Projects/stimuli/pictures/n01695060_5630.JPEG	109.09686398506165	
71	70.37847208976746	picture	0		87.0	69.0	/home/egter/Projects/stimuli/pictures/S_yt-Xq6uX1jfFRk_21.png	109.10974407196045	0.7221767902374268
71	71.09060597419739	response	0	j		69.0	/home/egter/Projects/stimuli/pictures/S_yt-Xq6uX1jfFRk_21.png	109.82187795639038	
72	71.10064888000488	picture	0		75.0	70.0	/home/egter/Projects/stimuli/pictures/R_S_yt-452RKqKIeRU_16.png	109.83192086219788	0.6250300407409668
72	71.71570301055908	response	0	k		70.0	/home/egter/Projects/stimuli/pictures/R_S_yt-452RKqKIeRU_16.png	110.44697499275208	
73	71.72567892074585	picture	0		186.0	71.0	/home/egter/Projects/stimuli/pictures/S_video_inspire_california_big-sur_2020_00001.png	110.45695090293884	1.5485899448394775
73	73.25886392593384	response	0	k		71.0	/home/egter/Projects/stimuli/pictures/S_video_inspire_california_big-sur_2020_00001.png	111.99013590812683	
74	73.27426886558533	picture	0		79.0	72.0	/home/egter/Projects/stimuli/pictures/S_yt-lNevNqA8sIs_54.png	112.00554084777832	0.6597080230712891
74	73.92396593093872	response	0	k		72.0	/home/egter/Projects/stimuli/pictures/S_yt-lNevNqA8sIs_54.png	112.65523791313171	
75	73.93397688865662	picture	0		90.0	73.0	/home/egter/Projects/stimuli/pictures/S_ILSVRC2015_train_00404004.png	112.66524887084961	0.7499711513519287
75	74.66718792915344	response	0	j		73.0	/home/egter/Projects/stimuli/pictures/S_ILSVRC2015_train_00404004.png	113.39845991134644	
76	74.68394804000854	picture	0		66.0	74.0	/home/egter/Projects/stimuli/pictures/n03759954_13181.JPEG	113.41522002220154	0.5486090183258057
76	75.22401309013367	response	0	k		74.0	/home/egter/Projects/stimuli/pictures/n03759954_13181.JPEG	113.95528507232666	
77	75.23255705833435	picture	0		140.0	75.0	/home/egter/Projects/stimuli/pictures/S_cST9H3zu3zQ_126.png	113.96382904052734	1.1746928691864014
77	76.39065289497375	response	0	j		75.0	/home/egter/Projects/stimuli/pictures/S_cST9H3zu3zQ_126.png	115.12192487716675	
78	76.40724992752075	picture	0		67.0	76.0	/home/egter/Projects/stimuli/pictures/n04141327_3623.JPEG	115.13852190971375	0.5614290237426758
78	76.95732092857361	response	0	k		76.0	/home/egter/Projects/stimuli/pictures/n04141327_3623.JPEG	115.6885929107666	
79	76.96867895126343	picture	0		74.0	77.0	/home/egter/Projects/stimuli/pictures/S_yt-mDil5vGZb14_4049.png	115.69995093345642	0.618056058883667
79	77.57395005226135	response	0	j		77.0	/home/egter/Projects/stimuli/pictures/S_yt-mDil5vGZb14_4049.png	116.30522203445435	
80	77.5867350101471	picture	0		90.0	78.0	/home/egter/Projects/stimuli/pictures/S_yt-nYi_FfCjepk_74.png	116.31800699234009	0.7499780654907227
80	78.32399392127991	response	0	j		78.0	/home/egter/Projects/stimuli/pictures/S_yt-nYi_FfCjepk_74.png	117.0552659034729	
81	78.33671307563782	picture	0		78.0	79.0	/home/egter/Projects/stimuli/pictures/n02233338_32737.JPEG	117.06798505783081	0.6458139419555664
81	78.973965883255	response	0	k		79.0	/home/egter/Projects/stimuli/pictures/n02233338_32737.JPEG	117.705237865448	
82	78.98252701759338	picture	0		81.0	80.0	/home/egter/Projects/stimuli/pictures/S_flickr-53807584@N00-5566422012_16.png	117.71379899978638	0.6807229518890381
82	79.6493399143219	response	0	j		80.0	/home/egter/Projects/stimuli/pictures/S_flickr-53807584@N00-5566422012_16.png	118.38061189651489	
83	79.66324996948242	picture	0		70.0	81.0	/home/egter/Projects/stimuli/pictures/n03786901_1295.JPEG	118.39452195167542	0.5902309417724609
83	80.24062705039978	response	0	k		81.0	/home/egter/Projects/stimuli/pictures/n03786901_1295.JPEG	118.97189903259277	
84	80.25348091125488	picture	0		109.0	82.0	/home/egter/Projects/stimuli/pictures/R_S_production_ID_4325591.png	118.98475289344788	0.9095621109008789
84	81.14929604530334	response	0	j		82.0	/home/egter/Projects/stimuli/pictures/R_S_production_ID_4325591.png	119.88056802749634	
85	81.16304302215576	picture	0		79.0	83.0	/home/egter/Projects/stimuli/pictures/ILSVRC2012_test_00041531.JPEG	119.89431500434875	0.6666970252990723
85	81.81589388847351	response	0	k		83.0	/home/egter/Projects/stimuli/pictures/ILSVRC2012_test_00041531.JPEG	120.5471658706665	
86	81.82974004745483	picture	0		70.0	84.0	/home/egter/Projects/stimuli/pictures/S_yt-AKRjrTvvxFc_1804.png	120.56101202964783	0.59027099609375
86	82.40724992752075	response	0	k		84.0	/home/egter/Projects/stimuli/pictures/S_yt-AKRjrTvvxFc_1804.png	121.13852190971375	
87	82.42001104354858	picture	0		154.0	85.0	/home/egter/Projects/stimuli/pictures/S_yt-316ecr1BT84_44.png	121.15128302574158	1.284708023071289
87	83.69098401069641	response	0	j		85.0	/home/egter/Projects/stimuli/pictures/S_yt-316ecr1BT84_44.png	122.4222559928894	
88	83.70471906661987	picture	0		99.0	86.0	/home/egter/Projects/stimuli/pictures/S_ILSVRC2015_train_00278004.png	122.43599104881287	0.8333568572998047
88	84.52421188354492	response	0	j		86.0	/home/egter/Projects/stimuli/pictures/S_ILSVRC2015_train_00278004.png	123.25548386573792	
89	84.53807592391968	picture	0		82.0	87.0	/home/egter/Projects/stimuli/pictures/n02793495_14509.JPEG	123.26934790611267	0.6873760223388672
89	85.2155659198761	response	0	k		87.0	/home/egter/Projects/stimuli/pictures/n02793495_14509.JPEG	123.94683790206909	
90	85.22545194625854	picture	0		76.0	88.0	/home/egter/Projects/stimuli/pictures/n03196217_3605.JPEG	123.95672392845154	0.6320309638977051
90	85.84889006614685	response	0	k		88.0	/home/egter/Projects/stimuli/pictures/n03196217_3605.JPEG	124.58016204833984	
91	85.85748291015625	picture	0		80.0	89.0	/home/egter/Projects/stimuli/pictures/S_production_ID_4325591.png	124.58875489234924	0.6666290760040283
91	86.51559090614319	response	0	j		89.0	/home/egter/Projects/stimuli/pictures/S_production_ID_4325591.png	125.24686288833618	
92	86.52411198616028	picture	0		76.0	90.0	/home/egter/Projects/stimuli/pictures/R_S_pexels-koolshooters-7327412_1.png	125.25538396835327	0.6389110088348389
92	87.1492989063263	response	0	j		90.0	/home/egter/Projects/stimuli/pictures/R_S_pexels-koolshooters-7327412_1.png	125.88057088851929	
93	87.16302299499512	picture	0		68.0	91.0	/home/egter/Projects/stimuli/pictures/n02701002_7345.JPEG	125.89429497718811	0.5693960189819336
